Column1,Unnamed: 0,en_curid,name,numlangs,countryCode3,birthyear,birthcity,gender,occupation,industry,domain,date,pageviews
42825,42825,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-04,489080
42922,42922,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-04,489912
42968,42968,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-04,151536
43009,43009,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,618178
43015,43015,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,987729
43016,43016,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-05,507369
43039,43039,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,65504
43048,43048,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,219865
43111,43111,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,284430
43181,43181,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,261040
43235,43235,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-05,629695
43246,43246,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,215952
43314,43314,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2008-05,229969
43636,43636,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,616994
43637,43637,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,367569
43664,43664,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,537802
43695,43695,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,545194
43777,43777,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-05,364152
43797,43797,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,544487
43854,43854,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2008-05,520062
43873,43873,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-05,1055274
43886,43886,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,262396
43897,43897,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,364188
43902,43902,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-05,223588
43916,43916,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,217325
43990,43990,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2008-05,523038
44039,44039,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,547949
44265,44265,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,264757
44330,44330,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,508051
44400,44400,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-05,393619
44402,44402,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,323053
44469,44469,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2008-05,562222
44477,44477,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2008-05,893133
44489,44489,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2008-05,583417
44896,44896,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-05,170331
45723,45723,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,660552
45807,45807,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,58719
48761,48761,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,250370
51200,51200,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,603472
52154,52154,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,1583562
52513,52513,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2008-05,160938
52791,52791,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,444218
52858,52858,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,504915
52947,52947,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2008-05,394913
52982,52982,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-05,342175
53028,53028,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2008-05,134390
53090,53090,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2008-05,685975
53185,53185,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-05,285957
53341,53341,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-05,166182
53577,53577,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-05,431606
53674,53674,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-05,482262
53720,53720,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-05,121262
53761,53761,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,544542
53767,53767,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,771909
53768,53768,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-06,517709
53791,53791,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,51185
53800,53800,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,182485
53863,53863,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,217733
53933,53933,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,205937
53987,53987,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-06,475064
53998,53998,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,185307
54066,54066,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2008-06,175442
54388,54388,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,520557
54389,54389,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,279820
54416,54416,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,338980
54447,54447,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,419539
54529,54529,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-06,213172
54549,54549,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,447472
54606,54606,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2008-06,438998
54625,54625,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-06,778238
54638,54638,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,218681
54649,54649,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,315601
54654,54654,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-06,186643
54668,54668,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,182701
54742,54742,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2008-06,367056
54791,54791,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,478851
55017,55017,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,210447
55082,55082,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,506388
55152,55152,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-06,274385
55154,55154,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,249717
55221,55221,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2008-06,454345
55229,55229,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2008-06,770324
55241,55241,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2008-06,454452
55648,55648,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-06,105915
56475,56475,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,419570
56559,56559,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,41791
59513,59513,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,156483
61952,61952,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,536151
62906,62906,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,1009216
63265,63265,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2008-06,170111
63543,63543,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,349891
63610,63610,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,429272
63699,63699,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2008-06,326524
63734,63734,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-06,210155
63780,63780,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2008-06,119981
63842,63842,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2008-06,636456
63937,63937,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-06,322150
64093,64093,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-06,122414
64329,64329,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-06,382254
64426,64426,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-06,403725
64472,64472,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-06,149287
64513,64513,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,363675
64519,64519,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,583476
64520,64520,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-07,397042
64543,64543,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,45828
64552,64552,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,151740
64615,64615,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,146552
64685,64685,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,191292
64739,64739,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-07,309641
64750,64750,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,162755
64818,64818,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2008-07,135235
65140,65140,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,331424
65141,65141,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,170174
65168,65168,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,259504
65199,65199,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,320132
65281,65281,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-07,191843
65301,65301,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,263897
65358,65358,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2008-07,303273
65377,65377,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-07,505725
65390,65390,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,156399
65401,65401,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,269715
65406,65406,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-07,126432
65420,65420,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,156140
65494,65494,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2008-07,266795
65543,65543,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,343685
65769,65769,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,143268
65834,65834,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,349592
65904,65904,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-07,188846
65906,65906,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,238936
65973,65973,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2008-07,317456
65981,65981,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2008-07,437594
65993,65993,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2008-07,309598
66400,66400,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-07,74218
67227,67227,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,358266
67311,67311,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,39087
70265,70265,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,83097
72704,72704,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,467858
73658,73658,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,890716
74017,74017,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2008-07,162860
74295,74295,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,224373
74362,74362,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,282279
74451,74451,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2008-07,227344
74486,74486,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-07,176471
74532,74532,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2008-07,91258
74594,74594,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2008-07,506071
74689,74689,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-07,272408
74845,74845,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-07,94426
75081,75081,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-07,287211
75178,75178,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-07,251648
75224,75224,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-07,111274
75265,75265,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,462718
75271,75271,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,624247
75272,75272,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-08,353595
75295,75295,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,47172
75304,75304,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,159622
75367,75367,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,171965
75437,75437,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,184179
75491,75491,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-08,376037
75502,75502,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,248874
75570,75570,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2008-08,146785
75892,75892,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,442001
75893,75893,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,180534
75920,75920,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,370955
75951,75951,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,340067
76033,76033,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2008-08,195365
76053,76053,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,294454
76110,76110,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2008-08,320760
76129,76129,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-08,524399
76142,76142,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,167297
76153,76153,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-08,268704
76158,76158,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-08,148827
76172,76172,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-08,160755
76246,76246,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2008-08,287036
76295,76295,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,395793
76521,76521,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2008-08,152935
76586,76586,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,338582
76656,76656,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2008-08,231672
76658,76658,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,199085
76725,76725,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2008-08,315644
76733,76733,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2008-08,415237
76745,76745,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2008-08,315924
77152,77152,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2008-08,74431
77979,77979,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,364317
78063,78063,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-08,33582
81017,81017,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,98838
83456,83456,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-08,439667
84410,84410,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,800139
84769,84769,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2008-08,153059
85047,85047,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2008-08,245427
85114,85114,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2008-08,338918
85203,85203,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2008-08,232266
85238,85238,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2008-08,198849
85284,85284,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2008-08,100062
